name,brand,price,ratings,specs_score,os,processor,ram,storage,graphics,screen_size,resoultion,cores,threads,warranty,image_url
Asus Vivobook 14X K3405ZF-LY541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),Asus,63899.0,4.15,62.0,Windows 11 OS,12th Gen Intel Core i5 12450H,16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,14 inches,1920 x 1200 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iltWWQxC1-w280-h280/asus-vivobook-14x-k3.webp
Wings Nuvobook Pro Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Wings,49099.0,4.15,54.0,Windows 11 OS,11th Gen Intel Core i7 1165G7,16 GB LPDDR4 RAM,512 GB SSD,Intel Graphics,14 inches,1080 x 1920 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ixi5BqzBS-w280-h280/wings-nuvobook-pro-l.webp
Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,53988.0,4.25,52.0,Windows 11 OS,12th Gen Intel Core i7 1255U,16 GB LPDDR4X RAM,512 GB SSD,Intel Integrated Iris Xe,14 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iOcnXVdrE-w280-h280/infinix-inbook-x3-sl.webp
Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,75990.0,4.5,56.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB  LPDDR5 RAM,512 GB SSD,Integrated Intel Iris Xe Graphics,14 inches,1920 x 1200 pixels,Octa Core (4P + 4E), 12 Threads,2 Year Warranty,https://cdn1.smartprix.com/rx-i9Ckcw0c4-w280-h280/lenovo-ideapad-slim.webp
Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),Ultimus,29496.0,4.2,50.0,Windows 11 OS,10th Gen Intel Core i5 1035G4,8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris,14.1 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iNYAjEPov-w280-h280/ultimus-elite-nu14u3.webp
Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),Dell,115511.0,4.75,62.0,Windows 11 OS,13th Gen Intel Core i7 1360P,16 GB LPDDR5  RAM,1 TB SSD,Intel Iris Xe Graphics,13.3 inches,2560 x 1600 pixels,12 Cores (4P + 8E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ilw9pbq5M-w280-h280/dell-inspiron-13-533.webp
Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB SSD/ Win11),Dell,32990.0,4.45,55.0,Windows 11 OS,5th Gen AMD Ryzen 3 5300U,8 GB DDR4 RAM,512 GB SSD,AMD Radeon Radeon Graphics,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iBEfbWBS5-w280-h280/dell-inspiron-3525-l.webp
HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,241399.0,4.7,,Windows 11 OS,13th Gen Intel Core i9 13900HX,32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,16.1 inches,2560 x 1600 pixels,24 Cores (8P + 16E), 32 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iLZjPHmGO-w280-h280/hp-omen-16-u0023tx-g.webp
HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,110800.0,4.45,68.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,16.1 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iwrWYXwoK-w280-h280/hp-omen-16-wd0770tx.webp
Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),Lenovo,39490.0,4.3,55.0,Windows 11 OS,7th Gen AMD Ryzen 5 7520U,16 GB  LPDDR5 RAM,512 GB SSD,AMD Integrated SoC,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ixolhEYB6-w280-h280/lenovo-ideapad-slim.webp
Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Lenovo,102990.0,4.45,63.0,Windows 11 OS,13th Gen Intel Core i7 13620H,16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iN6kF1PjN-w280-h280/lenovo-loq-15irh8-82.webp
Dell XPS 15 9530 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),Dell,258990.0,4.0,,Windows 11 OS,13th Gen Intel Core i7 13700H,16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA RTX 4050,15.6 inches,3456 x 2160 pixels,14 Cores (6P + 8E), 20 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i7Df3EAeP-w280-h280/dell-xps-15-9530-lap.webp
Asus Vivobook 15 X1504ZA-NJ321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,32990.0,4.3,52.0,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB SSD,Integrated Intel UHD Graphics,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iMpqp8fcZ-w280-h280/asus-vivobook-15-x15.webp
Gigabyte Aero 16 YE5 OLED Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 16GB Graph),Gigabyte,255750.0,4.6,,Windows 11  OS,12th Gen Intel Core i9 12900HK ,32 GB DDR5 RAM,1 TB SSD,16 GB NVIDIA GeForce RTX 3080Ti ,16 inches,3840 x 2400 pixels,14 Cores (6P + 8E), 20 Threads,2 Year Warranty,https://cdn1.smartprix.com/rx-iiHap9aou-w280-h280/gigabyte-aero-16-ye5.webp
Lenovo Yoga 6 83B2005TIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,74990.0,4.6,64.0,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,16 GB DDR4 RAM,512 GB SSD,AMD Radeon,13.3 inches,1920 x 1200 pixels,Hexa Core, 12 Threads,3 Year Warranty,https://cdn1.smartprix.com/rx-iXqM5y8oQ-w280-h280/lenovo-yoga-6-83b200.webp
Acer Aspire Lite 2023 AL15-51 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Acer,44540.0,4.0,56.0,Windows 11 OS,11th Gen Intel Core i5 1155G7,8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iQ82cynQs-w280-h280/acer-aspire-lite-202.webp
HP ZBook Studio G9 Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),HP,160450.0,4.35,,Windows 11 OS,12th Gen Intel Core i7 12700H ,16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070 Ti ,16 inches,3840 x 2400 pixels,14 Cores (6P + 8E), 20 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iZQaIqsa0-w280-h280/hp-zbook-studio-g9-w.webp
Lenovo IdeaPad Flex 5 82R900D9IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,61990.0,4.7,69.0,Windows 11 OS,5th Gen AMD Ryzen 7 5700U,16 GB DDR4 RAM,512 GB SSD,AMD Radeon,14 inches,1920 x 1200 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ijMo00d38-w280-h280/lenovo-ideapad-flex.webp
Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Acer,45990.0,4.0,59.0,Windows 11 OS,11th Gen Intel Core i5 1155G7,16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iwwyjnuOS-w280-h280/acer-aspire-lite-al1.webp
Acer Aspire Lite AL15 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),Acer,34990.0,4.0,56.0,Windows 11 OS,5th Gen AMD Ryzen 5 5500U,16 GB DDR4 RAM,512 GB SSD,AMD Graphics,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iQu8odsqy-w280-h280/acer-aspire-lite-al1.webp
Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Acer,33990.0,4.6,55.0,Windows 11 OS,11th Gen Intel Core i3 1115G4,8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics ,15.6 inches,1920 x 1080 pixels,Dual Core, 4 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ibzENvcI0-w280-h280/acer-aspire-lite-al1.webp
HP Envy x360 15-fh0016AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),HP,86199.0,4.6,63.0,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,16 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iYOJ6CnOy-w280-h280/hp-envy-x360-15-fh00.webp
Lenovo Thinkbook 15 21DJ00EXIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,51990.0,4.75,62.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB DDR4 RAM,512 GB SSD,Iris Xe Graphics,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ijZJeS4OQ-w280-h280/lenovo-thinkbook-15.webp
Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Asus,62999.0,4.55,57.0,Windows 11 OS,13th Gen ‎Intel Core i5 1335U,16 GB DDR4 RAM,512 GB SSD,Integrated Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-idSVFqz29-w280-h280/asus-vivobook-15-ole.webp
Lenovo ThinkPad E14 21JRS00Y00 Laptop (AMD Ryzen 3 7330U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,43399.0,4.05,56.0,Windows 11 OS,7th Gen AMD Ryzen 3 7330U,8 GB DDR4  RAM,512 GB SSD,AMD Radeon Graphics,14 inches,1920 x 1200 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iJssublFe-w280-h280/lenovo-thinkpad-e14.webp
Walker NU14A1 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),Walker,12990.0,4.35,,Windows 11 OS,Intel Celeron  N4020,4 GB DDR4 RAM,128 GB SSD,Intel Integrated UHD Graphics,14.1 inches,1920 x 1080 pixels,Dual Core, 2 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ifp2XCblj-w280-h280/walker-nu14a1-laptop.webp
Asus Vivobook 15 2023 X1504VA-NJ543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,48990.0,4.15,60.0,Windows 11 OS,13th Gen Intel Core i5 1335U,16 GB DDR4 RAM,512 GB SSD,Integrated Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iSUxpIrW9-w280-h280/asus-vivobook-15-202.webp
Lenovo ThinkPad E14 21JRS00U00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,53899.0,4.1,61.0,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,16 GB DDR4  RAM,512 GB SSD,AMD Radeon Graphics,14 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-imfr6ZAi7-w280-h280/lenovo-thinkpad-e14.webp
Acer Swift 3 OLED NX.KAWSI.002 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Acer,72999.0,4.7,62.0,Windows 11 OS,12th Gen Intel Core i5 12500H,16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated Iris Xe,14 inches,2880 x 1800 pixels,12 Cores (4P + 8E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iBlPM13Tp-w280-h280/acer-swift-3-oled-nx.webp
Infinix Zerobook 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),Infinix,87990.0,4.05,68.0,Windows 11 OS,13th Gen Intel Core i9 13900H,32 GB LPDDR5X RAM,1 TB SSD,Intel Integrated Iris Xe,15.6 inches,1920 x 1080 pixels,14 Cores (6P + 8E), 20 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iH4FwlZ9q-w280-h280/infinix-zerobook-202.webp
Asus Vivobook 15 X1504ZA-NJ521WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Asus,42990.0,4.1,54.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB DDR4 RAM,512 GB SSD,Integrated Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iYTKuu6Jt-w280-h280/asus-vivobook-15-x15.webp
HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),HP,83705.0,4.05,62.0,Windows 11 OS,13th Gen Intel Core i5 1340p,16 GB DDR4 RAM,512 GB SSD,Intel Integrated Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels,12 Cores (4P + 8E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ilCNAT0d8-w280-h280/hp-pavilion-15-eg307.webp
AXL Vayu Book LAP02 Laptop (Celeron N4020/ 4GB/ 256GB SSD / Win11 Home),AXL,13883.0,4.15,,Windows 11 OS,Intel Celeron  N4020,4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD Graphics,15.6 inches,1920 x 1080 pixels,Dual Core, 2 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iDIuwQoIE-w280-h280/axl-vayu-book-lap02.webp
MSI Modern 14 C7M-218IN Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),MSI,58660.0,4.75,61.0,Windows 11 OS,7th Gen AMD Ryzen 7 7730U,16 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,14 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i8VYMaldF-w280-h280/msi-modern-14-c7m-21.webp
Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),Lenovo,41990.0,4.6,52.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ife6lfAm6-w280-h280/lenovo-v15-g3-laptop.webp
Lenovo V15 G4 82YU00W6IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS),Lenovo,29990.0,4.3,51.0,DOS OS,7th Gen AMD Ryzen 3 7320U,8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon Graphics,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iXxc19Mqc-w280-h280/lenovo-v15-g4-82yu00.webp
Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Lenovo,43990.0,4.65,52.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,14 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ikFwHVVyd-w280-h280/lenovo-v14-g3-iap-la.webp
Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Dell,46700.0,4.1,51.0,Windows 11 OS,13th Gen Intel Core i5 1335U,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ieAeBfcch-w280-h280/dell-inspiron-3530-l.webp
Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),Apple,114994.0,4.75,54.0,Mac OS,Apple M2,8 GB DDR4 RAM,512 GB SSD,10-Core GPU,15.3 inches,2880 x 1864 pixels,Octa Core (4P + 4E),,1 Year Warranty,https://cdn1.smartprix.com/rx-iibmHDw6n-w280-h280/apple-macbook-air-15.webp
Dell Inspiron 15 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Dell,36890.0,4.15,52.0,Windows 11 OS,13th Gen Intel Core i3 1305U,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 6 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ifn0jg9a5-w280-h280/dell-inspiron-15-353.webp
HP Victus 15-fa0555TX  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,63900.0,4.25,66.0,Windows 11 OS,12th Gen Intel Core i5 12450H,16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iBfuDJxSK-w280-h280/hp-victus-15-fa0555t.webp
Asus Vivobook 15 X1502ZA-EJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,48990.0,4.55,60.0,Windows 11 OS,12th Gen Intel Core i5 12500H ,16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,15.6 inches,1920 x 1080 pixels,12 Cores (4P + 8E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-icCy4H6mZ-w280-h280/asus-vivobook-15-x15.webp
Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),Lenovo,32390.0,4.7,,DOS OS,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ilMLclGhe-w280-h280/lenovo-v14-g3-82tsa0.webp
MSI Katana 15 B12UDXK-1017IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),MSI,90299.0,4.0,69.0,Windows 11 OS,12th Gen Intel Core i7 12650H,8 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,2 Year Warranty,https://cdn1.smartprix.com/rx-i1jL0PhPV-w280-h280/msi-katana-15-b12udx.webp
Acer Nitro 5 AN515-58 NH.QFSSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Acer,92990.0,4.05,72.0,Windows 11 OS,12th Gen Intel Core i7 12650H,16 GB DDR4 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070 Ti,15.6 inches,2560 x 1440 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iLEvOEcm1-w280-h280/acer-nitro-5-an515-5.webp
Acer Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Acer,51990.0,4.25,,Windows 11 OS,13th Gen Intel Core i5 1335U,16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated Iris Xe,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i6w6UQbdK-w280-h280/acer-aspire-5-a515-5.webp
Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Dell,74990.0,4.1,66.0,Windows 11 OS,13th Gen Intel Core i5 13450HX,16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-isuTscTUn-w280-h280/dell-g15-5530-gn5530.webp
Dell G15-5530 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),Dell,135000.0,4.7,69.0,Windows 11 OS,13th Gen Intel Core i7 13650HX,16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,14 Cores (6P + 8E),,1 Year Warranty,https://cdn1.smartprix.com/rx-iIX1vrl8E-w280-h280/dell-g15-5530-gaming.webp
Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Acer,62199.0,4.0,64.0,Windows 11 OS,12th Gen Intel Core i5 12450H,16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iQUFa2C3O-w280-h280/acer-aspire-7-a715-7.webp
Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Asus,75990.0,4.5,70.0,Windows 11 OS,13th Gen Intel Core i5 13500H,16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,2880 x 1620 pixels,12 Cores (4P + 8E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iE68gEr1x-w280-h280/asus-vivobook-pro-15.webp
HP Pavilion 15-eg3081TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,69499.0,4.55,62.0,Windows 11 OS,13th Gen Intel Core i5 1340P,16 GB DDR4 RAM,512 GB SSD,Intel Integrated Integrated,15.6 inches,1920 x 1080 pixels,12 Cores (4P + 8E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iwTKv09Ye-w280-h280/hp-pavilion-15-eg308.webp
HP 15s-fr4001TU Laptop (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),HP,49200.0,4.15,60.0,Windows 11 OS,11th Gen Intel Core i5 1155G7,16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iHDoDXknd-w280-h280/hp-15s-fr4001tu-lapt.webp
HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,34900.0,4.05,55.0,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ivnzUtff7-w280-h280/hp-15s-fr5009tu-lapt.webp
Asus Vivobook 14X 2023 K3405VF-LY541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),Asus,68999.0,4.3,62.0,Windows 11 OS,13th Gen Intel Core i5 13500H,16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ifr1Eci2j-w280-h280/asus-vivobook-14x-20.webp
MSI Stealth 16 Studio A13VG-030IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,179990.0,4.4,,Windows 11 OS,13th Gen Intel Core i7 13700H,32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,16 inches,2560 x 1600 pixels,14 Cores (6P + 8E), 20 Threads,2 Year Warranty,https://cdn1.smartprix.com/rx-igWGCHrV1-w280-h280/msi-stealth-16-studi.webp
Lenovo Ideapad Gaming 3 15ACH6 82K20145IN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,85990.0,4.1,68.0,Windows 11 OS,5th Gen AMD Ryzen 7 5800H,16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iwNSwLHxr-w280-h280/lenovo-ideapad-gamin.webp
HP Pavilion 15-eg2017TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,39775.0,4.1,56.0,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iZ8U3j44T-w280-h280/hp-pavilion-15-eg201.webp
MSI Stealth 14 Studio A13VE-038IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),MSI,201990.0,4.75,73.0,Windows 11 OS,13th Gen Intel Core i7 13700H,16 GB DDR5 RAM,1 TB SSD,6 GB Nvidia GeForce RTX4050,14 inches,1920 x 1200 pixels,14 Cores (6P + 8E), 20 Threads,2 Year Warranty,https://cdn1.smartprix.com/rx-iQMVke8WN-w280-h280/msi-stealth-14-studi.webp
Acer Predator Helios Neo 16 PHN16-71 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Acer,99500.0,4.0,69.0,Windows 11 OS,13th Gen Intel Core i7 13700HX,16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,16 inches,1920 x 1200 pixels,16 Cores (8P + 8E), 24 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i30x39w0C-w280-h280/acer-predator-helios.webp
